"analysis_id","analysis_title","analysis_subtitle","archived_previous_version","n_input_layers","purpose_statement","source_model_note","analysis_unit_mask","context_k_values","context_weight_strategy","context_weight_quantile","context_weight_description","context_theme_balance_mode","context_layer_weight_spec","context_theme_weight_spec","context_geometry_weight_spec","context_weight_rescale_mode","factor_method","factor_count","cluster_candidates"
"landskapsanalys_v3_2_contourterrain68_res9","Landskapsanalys: Bornholm R9","v3.2 contour-derived terrain surface + terrain bands, 68 lager, R9","landskapsanalys_v3_1_terrainbands64_res9",68,"Analysen ska beskriva vilken landskapskaraktar Bornholm har idag och pa langre sikt ge ett robust underlag for acceptansbedomning vid etablering av vindkraft och solenergi.","V3.2 bygger vidare pa v3.1 men lagger till en contour-derived terrain surface fran originalkurvorna. Syftet ar att gora plataytor, lutning och lokalt incisionerade dalgangar tydligare utan att lata den nuvarande modellen vila enbart pa relief och highest-point per hex.","Hexagoner med raw_total > 0 behalls som analysenheter; rena havshex tas bort fore kontextmatris och faktoranalys.","10,50,100,250,1000","geometry_balanced_q99",0.99,"Per-layer robust q99 scaling, theme-balanced aggregation within each geometry type, moderate agricultural-land priority, mild continuous-metric uplift, six terrain bands from relief and absolute height, and four contour-derived terrain metrics from an interpolated pseudo-DEM.","within_geometry","gc_agricultural_land_share=1.40; gc_relief_m=1.05; gc_highest_point_m=1.05; gc_contour_mean_elevation_m=1.10; gc_contour_mean_slope_deg=1.15; gc_contour_valley_depth_max_m=1.25; gc_high_agri_plateau_proxy=1.35","Land use=1.60","Continuous metric=1.20","n_input_layers","psych::fa fm=minres rotate=varimax scores=tenBerge",5,"5,6,7,8,9,10"
