hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,wind_eligible,solar_eligible,wind_hard_stop,solar_hard_stop,wind_establishment_placement_score,solar_establishment_placement_score,wind_hard_stop_reasons,solar_hard_stop_reasons,wind_exclusion_reason,solar_exclusion_reason,grid_component,road_component,wind_settlement_component,solar_settlement_component,protected_component,culture_component,coastal_component,aviation_component,military_component,grid_distance_m,road_distance_m,settlement_distance_m,protected_distance_m,culture_distance_m,coastal_hard_distance_m,coastal_zone_distance_m,aviation_bird_distance_m,military_distance_m
891f2a66517ffff,9,10,1,True,True,False,False,60.51,65.57,,,,,0.9219,1.0,0.0,0.3338,0.2085,0.764,0.2085,1.0,1.0,1390.6,279.8,283.6,208.5,687.6,208.5,208.5,8142.2,16669.2
891f2a6651bffff,9,10,7,False,False,True,True,60.79,60.36,buildings_low;strand_protection,buildings_low;strand_protection,buildings_low;strand_protection,buildings_low;strand_protection,0.9752,1.0,0.0,0.0,0.3103,0.5654,0.0,1.0,1.0,1124.2,303.0,151.3,310.3,508.9,42.2,0.0,7564.2,16447.0
891f2a6652bffff,9,10,6,False,False,True,True,54.08,52.35,buildings_low;built_low_selection;natura_habitat_areas;protected_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;protected_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;protected_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;protected_areas;strand_protection,1.0,0.8187,0.0,0.0,0.0,0.5771,0.0,1.0,1.0,949.1,122.8,29.7,0.0,519.4,0.0,0.0,8106.4,16935.5
891f2a6652fffff,9,10,2,False,False,True,True,56.04,58.96,strand_protection,strand_protection,strand_protection,strand_protection,0.9528,1.0,0.0,0.2044,0.1689,0.3317,0.0,1.0,1.0,1235.8,414.1,212.4,168.9,298.5,168.9,168.9,8395.0,17055.8
891f2a6653bffff,9,10,3,False,False,True,True,58.99,57.98,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,0.9942,1.0,0.0,0.0,0.0,0.894,0.0,1.0,1.0,1029.0,154.8,166.1,112.9,804.6,105.3,113.1,8113.9,17128.7
891f2a66543ffff,9,10,7,True,True,False,False,69.11,74.44,,,,,1.0,1.0,0.0,0.25,0.913,0.313,0.0,1.0,1.0,831.7,231.2,237.5,913.0,281.7,622.0,0.0,6968.2,16515.5
891f2a66547ffff,9,10,7,False,False,True,True,57.67,56.0,buildings_low,buildings_low,buildings_low,buildings_low,1.0,0.49,0.0,0.0,0.6835,0.2342,0.0,1.0,1.0,632.1,73.5,156.9,683.5,210.8,389.8,0.0,7250.2,16611.1
891f2a6654bffff,9,10,7,False,False,True,True,58.37,56.38,buildings_low,buildings_low,buildings_low,buildings_low,1.0,0.3033,0.0,0.0,0.9011,0.213,0.0,1.0,1.0,843.4,45.5,49.3,901.1,191.7,933.0,0.0,6671.0,16214.1
891f2a6654fffff,9,10,7,False,False,True,True,60.68,59.59,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,1.0,0.4773,0.0,0.0,1.0,0.0,0.0,1.0,1.0,543.6,71.6,44.3,1002.6,106.4,708.8,0.0,6954.2,16307.7
891f2a66553ffff,9,10,7,True,True,False,False,69.13,75.71,,,,,0.9742,1.0,0.0,0.3251,0.8929,0.4451,0.0,1.0,1.0,1128.8,532.6,278.8,892.9,400.6,619.1,0.0,6986.7,16242.5
891f2a66557ffff,9,10,7,False,False,True,True,65.62,65.83,buildings_low,buildings_low,buildings_low,buildings_low,1.0,1.0,0.0,0.0,0.6074,0.4876,0.0,1.0,1.0,935.9,376.3,75.4,607.4,438.8,320.9,0.0,7265.9,16488.9
891f2a6655bffff,9,10,7,True,True,False,False,69.72,77.31,,,,,0.9797,1.0,0.0373,0.4247,0.8254,0.5519,0.0,1.0,1.0,1101.7,343.5,333.6,825.4,496.7,904.1,0.0,6687.8,16294.8
891f2a66563ffff,9,10,7,False,False,True,True,61.55,60.54,buildings_low,buildings_low,buildings_low,buildings_low,1.0,0.7707,0.0,0.0,0.4539,0.6868,0.0,1.0,1.0,390.9,115.6,4.4,453.9,618.1,202.6,0.0,7525.7,16514.3
891f2a66567ffff,9,10,7,False,False,True,True,60.78,60.19,buildings_low;built_low_selection;strand_protection,buildings_low;built_low_selection;strand_protection,buildings_low;built_low_selection;strand_protection,buildings_low;built_low_selection;strand_protection,1.0,1.0,0.0,0.0,0.205,0.687,0.0,1.0,1.0,652.7,168.5,0.0,205.0,618.3,20.5,0.0,7813.8,16626.9
891f2a6656bffff,9,10,7,False,False,True,True,58.36,55.81,buildings_low,buildings_low,buildings_low,buildings_low,1.0,0.234,0.0,0.0,0.7606,0.614,0.0,1.0,1.0,72.7,35.1,0.0,760.6,552.6,518.5,0.0,7232.6,16207.7
891f2a6656fffff,9,10,7,False,False,True,True,61.27,59.46,buildings_low,buildings_low,buildings_low,buildings_low,1.0,0.5413,0.0,0.0,0.5162,0.9286,0.0,1.0,1.0,393.6,81.2,59.2,516.2,835.7,337.2,0.0,7521.9,16318.7
891f2a66573ffff,9,10,7,False,False,True,True,61.56,64.02,strand_protection,strand_protection,strand_protection,strand_protection,1.0,0.8773,0.0,0.1709,0.4338,0.5426,0.0,1.0,1.0,580.5,131.6,194.0,433.8,488.3,154.9,0.0,7534.0,16713.1
891f2a66577ffff,9,10,7,False,False,True,True,47.84,43.58,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,buildings_low;built_low_selection;natura_habitat_areas;strand_protection,1.0,0.186,0.0,0.0,0.0,0.9041,0.0,1.0,1.0,709.9,27.9,41.2,147.9,813.7,0.0,0.0,7819.4,16821.3
891f2a6657bffff,9,10,7,False,False,True,True,66.14,66.59,buildings_low,buildings_low,buildings_low,buildings_low,1.0,1.0,0.0,0.0,0.7247,0.3182,0.0,1.0,1.0,330.6,229.9,109.7,724.7,286.4,447.8,0.0,7239.1,16407.8
891f2a6658bffff,9,10,7,False,False,True,True,37.61,33.26,buildings_low;cultural_conservation_values;cultural_preservation;natura_habitat_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;natura_habitat_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;natura_habitat_areas;strand_protection,buildings_low;cultural_conservation_values;cultural_preservation;natura_habitat_areas;strand_protection,0.8727,0.2267,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1636.4,34.0,108.6,0.0,127.5,0.0,0.0,7886.8,16121.8
891f2a6658fffff,9,10,1,True,True,False,False,57.01,62.2,,,,,0.8744,1.0,0.0,0.3465,0.2045,0.503,0.2053,1.0,1.0,1628.0,272.8,290.6,204.5,452.7,202.5,205.3,8162.9,16381.2
891f2a6659bffff,9,10,6,False,False,True,True,39.16,35.09,buildings_low;natura_habitat_areas;strand_protection,buildings_low;natura_habitat_areas;strand_protection,buildings_low;natura_habitat_areas;strand_protection,buildings_low;natura_habitat_areas;strand_protection,0.816,0.324,0.0,0.0,0.0,0.2222,0.0,1.0,1.0,1920.1,48.6,34.5,0.0,200.0,0.0,0.0,7914.8,15833.2
891f2a665c3ffff,9,10,7,False,False,True,True,57.72,57.6,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,0.891,1.0,0.0,0.0,0.5483,0.0,0.0,1.0,1.0,1545.1,539.1,56.6,548.3,122.4,292.1,0.0,7311.0,15903.8
891f2a665c7ffff,9,10,7,False,False,True,True,57.3,59.77,strand_protection,strand_protection,strand_protection,strand_protection,0.9167,1.0,0.0,0.1696,0.2908,0.3722,0.0,1.0,1.0,1416.5,282.8,193.3,290.8,335.0,38.2,0.0,7586.1,16155.9
891f2a665cbffff,9,10,7,False,False,True,True,65.22,65.75,buildings_low,buildings_low,buildings_low,buildings_low,0.9141,1.0,0.0,0.0,0.8479,0.2576,0.0,1.0,1.0,1429.3,479.2,181.4,847.9,231.8,593.5,0.0,7009.9,15948.5
891f2a665cfffff,9,10,7,False,False,True,True,62.19,62.31,buildings_low,buildings_low,buildings_low,buildings_low,0.9519,1.0,0.0,0.0,0.6076,0.2273,0.0,1.0,1.0,1240.4,599.6,26.6,607.6,204.6,345.9,0.0,7286.2,16196.1
891f2a665d3ffff,9,10,7,True,True,False,False,60.0,66.9,,,,,0.83,1.0,0.0617,0.4645,0.4966,0.4628,0.0,1.0,1.0,1849.9,491.1,355.5,496.6,416.5,244.0,0.0,7340.3,15612.0
891f2a665d7ffff,9,10,7,False,False,True,True,54.17,56.57,strand_protection,strand_protection,strand_protection,strand_protection,0.8574,1.0,0.0,0.1769,0.2532,0.2636,0.0,1.0,1.0,1713.2,245.1,197.3,253.2,237.2,6.2,0.0,7612.6,15865.4
891f2a665dbffff,9,10,7,True,True,False,False,64.19,70.34,,,,,0.8537,1.0,0.0,0.3229,0.8156,0.4044,0.0,1.0,1.0,1731.4,471.0,277.6,815.6,364.0,562.1,0.0,7037.8,15655.0
891f2a66603ffff,9,10,7,False,False,True,True,56.33,58.75,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,0.9405,1.0,0.0,0.252,0.0,0.0,1.0,1.0,1.0,1297.5,290.7,238.6,56.2,0.0,3781.1,1123.9,3802.8,13717.3
891f2a66607ffff,9,10,7,False,False,True,True,54.27,54.26,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,0.8997,1.0,0.0,0.1129,0.0,0.0,0.8469,1.0,1.0,1501.4,277.9,162.1,53.9,0.0,3521.4,846.9,4078.8,14047.0
891f2a6660bffff,9,10,7,False,False,True,True,57.91,55.9,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,0.9967,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1016.4,462.1,0.0,87.7,0.0,4094.4,1426.7,3502.0,13480.5
891f2a6660fffff,9,10,7,False,False,True,True,56.97,54.9,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,0.9633,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1183.5,452.2,178.1,0.0,0.0,3811.1,1136.9,3779.3,13811.4
891f2a66613ffff,9,10,7,False,False,True,True,50.34,45.31,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,0.9863,0.068,0.0,0.0,0.361,0.0,1.0,1.0,1.0,1068.7,10.2,0.0,361.0,0.0,3701.8,1032.7,3832.0,13629.3
891f2a66617ffff,9,10,7,False,False,True,True,57.11,55.0,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,0.9217,0.802,0.0,0.0,0.325,0.0,0.813,1.0,1.0,1391.5,120.3,88.1,325.0,32.9,3468.3,813.0,4104.4,13957.3
891f2a6661bffff,9,10,7,False,False,True,True,63.12,61.76,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.3202,0.0,1.0,1.0,1.0,974.7,160.5,57.2,320.2,116.3,4020.3,1351.0,3529.3,13388.0
891f2a66623ffff,9,10,7,False,False,True,True,61.21,60.16,buildings_low,buildings_low,buildings_low,buildings_low,0.8959,1.0,0.0,0.0,0.3651,0.3539,0.576,1.0,1.0,1520.5,224.8,66.4,365.1,318.5,3251.7,576.0,4340.2,14474.4
891f2a66627ffff,9,10,7,False,False,True,True,52.12,50.53,buildings_low;nature_area_forest,buildings_low;nature_area_forest,buildings_low;nature_area_forest,buildings_low;nature_area_forest,0.8627,1.0,0.0,0.0,0.0,0.2611,0.312,1.0,1.0,1686.7,554.6,9.0,35.5,235.0,2990.4,312.0,4623.8,14576.2
891f2a6662bffff,9,10,7,False,False,True,True,52.48,48.92,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,0.9595,0.4973,0.0,0.0,0.2101,0.0,0.8807,1.0,1.0,1202.4,74.6,20.5,210.1,18.7,3557.3,880.7,4043.9,14228.6
891f2a6662fffff,9,10,7,True,True,False,False,59.83,61.72,,,,,0.9263,1.0,0.0,0.1785,0.2208,0.3288,0.6219,1.0,1.0,1368.7,407.2,198.2,220.8,295.9,3301.0,621.9,4328.8,14285.2
891f2a66633ffff,9,10,7,False,False,True,True,50.41,46.89,buildings_low;built_low_selection,buildings_low;built_low_selection,buildings_low;built_low_selection,buildings_low;built_low_selection,0.8661,0.406,0.0,0.0,0.3399,0.2133,0.5559,1.0,1.0,1669.6,60.9,5.9,339.9,192.0,3230.1,555.9,4356.9,14377.2
891f2a66637ffff,9,10,7,False,False,True,True,53.55,52.51,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,0.8324,1.0,0.0,0.0,0.2873,0.0,0.2741,1.0,1.0,1838.2,320.5,35.2,287.3,141.7,2948.9,274.1,4637.3,14707.7
891f2a6663bffff,9,10,7,False,False,True,True,51.75,48.79,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,buildings_low;protected_areas;valuable_cultural_environment,0.9297,0.758,0.0,0.0,0.0,0.0,0.8519,1.0,1.0,1351.7,113.7,0.0,171.5,41.3,3526.2,851.9,4058.6,14142.7
891f2a66643ffff,9,10,7,False,False,True,True,61.92,59.44,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,0.5693,0.0,0.0,0.6219,0.0,1.0,1.0,1.0,531.9,85.4,120.1,621.9,0.0,4652.3,1988.2,2925.7,12915.5
891f2a66647ffff,9,10,7,False,False,True,True,63.02,61.65,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.314,0.0,1.0,1.0,1.0,698.7,361.4,116.0,314.0,0.0,4392.8,1718.6,3201.9,13247.2
891f2a6664bffff,9,10,7,False,False,True,True,65.51,64.17,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,0.8753,0.0,0.0,0.5783,0.0,1.0,1.0,1.0,214.4,131.3,81.4,578.3,0.0,4964.5,2300.6,2624.9,12684.7
891f2a6664fffff,9,10,7,False,False,True,True,63.24,61.74,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,0.9327,0.0,0.0,0.3862,0.0,1.0,1.0,1.0,380.9,139.9,57.1,386.2,0.0,4685.4,2011.1,2902.5,13017.5
891f2a66653ffff,9,10,7,False,False,True,True,66.29,64.17,buildings_low;built_low_selection,buildings_low;built_low_selection,buildings_low;built_low_selection,buildings_low;built_low_selection,1.0,0.588,0.0,0.0,0.7618,0.234,1.0,1.0,1.0,557.9,88.2,154.7,761.8,210.6,4555.7,1887.3,2954.8,12819.9
891f2a66657ffff,9,10,7,False,False,True,True,64.77,63.62,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.4233,0.0,1.0,1.0,1.0,849.4,334.6,124.5,423.3,128.1,4339.0,1669.5,3227.2,13150.0
891f2a6665bffff,9,10,7,False,False,True,True,72.05,71.8,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.8779,0.0,1.0,1.0,1.0,367.8,201.0,141.6,877.9,172.6,4873.0,2204.7,2652.1,12584.2
891f2a66663ffff,9,10,7,False,False,True,True,58.0,56.0,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,716.0,320.3,159.6,0.0,0.0,4128.9,1453.3,3464.4,13684.1
891f2a66667ffff,9,10,7,False,False,True,True,45.11,39.43,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,1.0,0.0793,0.0,0.0,0.0,0.0,1.0,1.0,1.0,884.3,11.9,104.8,14.3,0.0,3865.1,1187.6,3748.5,13942.2
891f2a6666bffff,9,10,7,False,False,True,True,58.0,56.0,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,398.1,383.7,82.4,0.0,0.0,4433.9,1757.5,3168.5,13460.3
891f2a6666fffff,9,10,7,False,False,True,True,58.0,61.87,nature_area_forest;protected_areas;valuable_cultural_environment,nature_area_forest;protected_areas;valuable_cultural_environment,nature_area_forest;protected_areas;valuable_cultural_environment,nature_area_forest;protected_areas;valuable_cultural_environment,1.0,1.0,0.0,0.326,0.0,0.0,1.0,1.0,1.0,566.2,206.5,279.3,0.0,0.0,4174.7,1496.2,3453.9,13652.9
891f2a66673ffff,9,10,7,False,False,True,True,58.0,56.0,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,865.5,547.3,29.0,40.8,0.0,4105.3,1430.9,3480.4,13579.3
891f2a66677ffff,9,10,7,False,False,True,True,57.81,55.8,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;valuable_cultural_environment,0.9932,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1033.9,238.8,144.0,36.1,0.0,3826.1,1151.1,3761.1,13911.6
891f2a6667bffff,9,10,7,False,False,True,True,58.0,60.17,nature_area_forest;protected_areas;valuable_cultural_environment,nature_area_forest;protected_areas;valuable_cultural_environment,nature_area_forest;protected_areas;valuable_cultural_environment,nature_area_forest;protected_areas;valuable_cultural_environment,1.0,1.0,0.0,0.2318,0.0,0.0,1.0,1.0,1.0,547.5,478.6,227.5,112.7,0.0,4402.9,1728.2,3182.3,13350.7
891f2a66683ffff,9,10,7,False,False,True,True,55.73,57.57,cultural_conservation_values;cultural_preservation;protected_areas,cultural_conservation_values;cultural_preservation;protected_areas,cultural_conservation_values;cultural_preservation;protected_areas,cultural_conservation_values;cultural_preservation;protected_areas,1.0,1.0,0.0,0.192,0.0,0.0,0.6224,1.0,1.0,934.0,280.8,205.6,60.3,59.9,3290.7,622.4,4171.7,13796.4
891f2a66687ffff,9,10,7,False,False,True,True,44.06,40.03,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,0.9487,0.366,0.0,0.0,0.0,0.0,0.3964,1.0,1.0,1256.7,54.9,67.2,0.0,0.0,3065.2,396.4,4439.3,14121.2
891f2a6668bffff,9,10,7,True,True,False,False,59.61,59.77,,,,,1.0,0.7733,0.0,0.1444,0.207,0.2301,0.9378,1.0,1.0,840.0,116.0,179.4,207.0,207.1,3606.2,937.8,3866.7,13547.7
891f2a6668fffff,9,10,7,False,False,True,True,58.01,56.56,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,0.9675,1.0,0.0,0.0,0.1647,0.0,0.7145,1.0,1.0,1162.7,162.1,88.1,164.7,124.9,3383.4,714.5,4135.3,13873.8
891f2a66693ffff,9,10,7,False,False,True,True,48.53,44.27,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,0.1753,0.0,0.0,0.2979,0.0,0.5511,1.0,1.0,705.3,26.3,29.1,297.9,101.5,3222.3,551.1,4213.4,13725.5
891f2a66697ffff,9,10,7,False,False,True,True,45.69,42.08,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,0.9944,0.4287,0.0,0.0,0.0,0.0,0.3074,1.0,1.0,1028.0,64.3,68.1,0.0,0.0,2976.0,307.4,4477.2,14048.1
891f2a6669bffff,9,10,7,True,True,False,False,65.13,66.38,,,,,1.0,1.0,0.0,0.1336,0.3558,0.2823,0.8629,1.0,1.0,611.2,170.7,173.5,355.8,254.1,3533.2,862.9,3906.8,13472.4
891f2a666a3ffff,9,10,7,False,False,True,True,50.32,47.99,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,0.8383,0.5847,0.0,0.0,0.4488,0.0,0.2467,1.0,1.0,1808.3,87.7,0.0,448.8,0.0,2912.2,246.7,4679.9,14527.7
891f2a666a7ffff,9,10,7,False,False,True,True,57.52,57.55,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,0.7738,1.0,0.0,0.0,0.7411,0.0,0.0,1.0,1.0,2131.1,200.8,136.3,741.1,47.9,2650.7,0.0,4955.7,14855.5
891f2a666abffff,9,10,7,False,False,True,True,48.9,45.42,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,0.8571,0.4027,0.0,0.0,0.3727,0.0,0.5495,1.0,1.0,1714.3,60.4,24.9,372.7,0.0,3224.4,549.5,4379.0,14285.8
891f2a666afffff,9,10,7,False,False,True,True,51.6,49.44,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,0.8025,0.578,0.0,0.0,0.5909,0.0,0.2645,1.0,1.0,1987.5,86.7,71.1,590.9,45.6,2938.8,264.5,4656.0,14614.8
891f2a666b3ffff,9,10,7,False,False,True,True,52.85,51.8,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,0.8841,1.0,0.0,0.0,0.1849,0.0,0.189,1.0,1.0,1579.5,213.2,160.9,184.9,150.8,2847.2,189.0,4709.2,14446.6
891f2a666b7ffff,9,10,7,False,False,True,True,41.71,37.56,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,0.8195,0.05,0.0,0.0,0.5042,0.0,0.0,1.0,1.0,1902.3,7.5,9.5,504.2,83.2,2598.1,0.0,4981.5,14772.6
891f2a666bbffff,9,10,7,False,False,True,True,50.98,48.28,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,0.9029,0.6253,0.0,0.0,0.2462,0.0,0.5003,1.0,1.0,1485.5,93.8,11.4,246.2,41.9,3156.9,500.3,4406.5,14200.5
891f2a666c3ffff,9,10,7,False,False,True,True,74.42,74.0,buildings_low,buildings_low,buildings_low,buildings_low,1.0,1.0,0.0,0.0,0.7887,0.4757,1.0,1.0,1.0,423.2,268.3,34.4,788.7,428.1,4158.7,1489.1,3294.9,12975.0
891f2a666c7ffff,9,10,7,False,False,True,True,65.51,64.33,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,buildings_low;cultural_conservation_values;cultural_preservation,1.0,0.944,0.0,0.0,0.5185,0.0,1.0,1.0,1.0,745.9,141.6,46.4,518.5,147.7,3922.3,1254.0,3562.2,13301.9
891f2a666cbffff,9,10,7,False,False,True,True,68.01,66.39,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation,1.0,0.6153,0.0,0.0,0.962,0.0,1.0,1.0,1.0,329.1,92.3,39.7,962.0,123.4,4472.3,1803.6,2989.7,12731.0
