hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,wind_eligible,solar_eligible,wind_hard_stop,solar_hard_stop,wind_establishment_placement_score,solar_establishment_placement_score,wind_hard_stop_reasons,solar_hard_stop_reasons,wind_exclusion_reason,solar_exclusion_reason,grid_component,road_component,wind_settlement_component,solar_settlement_component,protected_component,culture_component,coastal_component,aviation_component,military_component,grid_distance_m,road_distance_m,settlement_distance_m,protected_distance_m,culture_distance_m,coastal_hard_distance_m,coastal_zone_distance_m,aviation_bird_distance_m,military_distance_m
891f0c91643ffff,9,10,4,False,False,True,True,53.11,56.98,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.754,1.0,0.0,0.2978,0.0,1.0,0.0,1.0,1.0,2230.2,326.0,263.8,44.4,924.8,71.8,44.4,12529.6,14317.3
891f0c9164bffff,9,10,6,False,False,True,True,51.19,52.61,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.777,1.0,0.0,0.1595,0.0,0.6792,0.0,1.0,1.0,2115.2,224.4,187.7,0.0,611.3,0.0,0.0,12347.4,14057.7
891f0c91653ffff,9,10,7,False,False,True,True,54.31,52.91,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.7969,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2015.6,154.3,113.4,0.0,1047.8,0.0,0.0,12375.2,14262.4
891f0c9165bffff,9,10,7,False,False,True,True,40.24,35.1,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.8199,0.0553,0.0,0.0,0.0,0.8133,0.0,1.0,1.0,1900.6,8.3,15.8,16.9,732.0,0.0,0.0,12190.3,13998.9
891f0c916c3ffff,9,10,6,False,False,True,True,54.87,53.5,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.8168,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1916.0,176.5,122.5,13.7,1406.3,13.7,13.7,12414.0,14483.2
891f0c916cbffff,9,10,7,False,False,True,True,42.26,37.15,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.8398,0.0533,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1801.0,8.0,14.8,16.5,1235.8,0.0,0.0,12223.8,14213.8
891f0c916cfffff,9,10,3,False,False,True,True,53.67,56.14,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.7739,1.0,0.0,0.2182,0.0,1.0,0.0,1.0,1.0,2130.6,331.2,220.0,84.5,1365.3,95.8,84.5,12562.9,14528.1
891f0c916d3ffff,9,10,7,False,False,True,True,44.99,40.55,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.8597,0.2087,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1701.4,31.3,22.6,0.0,1281.3,0.0,0.0,12268.0,14444.6
891f0c916d7ffff,9,10,4,False,False,True,True,54.23,52.81,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.7938,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2031.0,370.1,154.4,69.6,1510.8,89.3,69.6,12606.8,14754.6
891f0c916dbffff,9,10,7,False,False,True,True,49.1,45.69,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,buildings_low;protected_areas;strand_protection,0.8827,0.456,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1586.4,68.4,97.7,173.9,1067.1,0.0,0.0,12075.0,14171.7
891f0c932c3ffff,9,10,6,False,False,True,True,50.77,49.69,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,0.9562,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1219.1,406.7,113.1,0.0,0.0,5.2,0.0,12982.8,16420.5
891f0c932c7ffff,9,10,2,False,False,True,True,52.65,59.69,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,0.8903,1.0,0.1616,0.628,0.0,0.0,0.1351,1.0,1.0,1548.6,725.7,445.4,135.1,135.9,214.2,135.1,13316.7,16700.5
891f0c932cbffff,9,10,5,False,False,True,True,51.42,53.04,protected_areas;strand_protection;valuable_cultural_environment,protected_areas;strand_protection;valuable_cultural_environment,protected_areas;strand_protection;valuable_cultural_environment,protected_areas;strand_protection;valuable_cultural_environment,0.9792,1.0,0.0,0.1478,0.0,0.0,0.0,1.0,1.0,1104.2,324.3,181.3,125.1,125.1,125.9,125.1,12758.2,16121.8
891f0c932d3ffff,9,10,7,False,False,True,True,51.97,53.68,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,0.9991,1.0,0.0,0.1502,0.0,0.0,0.0,1.0,1.0,1004.7,172.6,182.6,0.0,0.0,0.0,0.0,12876.2,16443.4
891f0c932d7ffff,9,10,5,False,False,True,True,50.24,55.71,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,0.9332,1.0,0.0059,0.3733,0.0,0.0,0.0,1.0,1.0,1334.1,501.6,305.3,35.5,35.5,55.0,35.5,13209.4,16719.9
891f0c932dbffff,9,10,7,False,False,True,True,46.2,43.55,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,1.0,0.586,0.0,0.0,0.0,0.0,0.0,1.0,1.0,889.7,87.9,0.4,0.0,0.0,0.0,0.0,12649.0,16142.7
891f0c93603ffff,9,10,5,False,False,True,True,54.75,53.52,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,0.7887,0.0,0.0,0.3361,0.0,0.0545,1.0,1.0,645.3,118.3,54.8,336.1,54.5,178.6,54.5,13050.5,17159.6
891f0c9360bffff,9,10,7,False,False,True,True,39.95,35.51,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,0.1393,0.0,0.0,0.0,0.0,0.0,1.0,1.0,473.3,20.9,0.0,45.4,0.0,463.9,0.0,12812.3,16852.5
891f0c9360fffff,9,10,5,False,False,True,True,55.19,54.49,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.1791,0.0,0.0536,1.0,1.0,803.3,187.4,163.9,179.1,52.2,473.7,53.6,13142.5,17116.6
891f0c93613ffff,9,10,7,False,False,True,True,43.56,39.49,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;strand_protection;valuable_cultural_environment,1.0,0.1053,0.0,0.0,0.2555,0.0,0.0,1.0,1.0,606.6,15.8,0.0,255.5,0.0,60.4,0.0,12961.6,17207.9
891f0c93617ffff,9,10,2,True,True,False,False,64.23,68.21,,,,,1.0,1.0,0.0,0.2238,0.5749,0.2264,0.2038,1.0,1.0,898.7,251.0,223.1,574.9,203.8,203.8,203.8,13290.4,17467.2
891f0c9361bffff,9,10,7,False,False,True,True,38.65,33.84,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,0.0467,0.0,0.0,0.0,0.0,0.0,1.0,1.0,316.5,7.0,0.0,101.5,0.0,217.5,0.0,12721.1,16899.3
891f0c9362bffff,9,10,2,False,False,True,True,50.96,54.97,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,0.9303,1.0,0.0,0.2947,0.0,0.0,0.1515,1.0,1.0,1348.5,541.2,262.1,140.5,140.5,454.4,151.5,13569.1,17349.4
891f0c9363bffff,9,10,2,False,False,True,True,51.84,56.53,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,protected_areas;valuable_cultural_environment,0.9723,1.0,0.0,0.3249,0.0,0.0,0.102,1.0,1.0,1138.6,469.4,278.7,110.6,100.8,605.6,102.0,13472.9,17383.4
891f0c93643ffff,9,10,7,False,False,True,True,50.16,48.64,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,0.8687,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.8,130.3,133.0,26.3,0.0,808.9,0.0,12245.2,16283.3
891f0c93647ffff,9,10,7,False,False,True,True,52.0,51.0,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,361.2,251.9,66.3,20.1,0.0,562.9,0.0,12575.9,16545.8
891f0c9364bffff,9,10,7,False,False,True,True,56.96,58.87,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,1.0,1.0,0.0,0.1271,0.3101,0.0,0.0,1.0,1.0,83.2,162.2,169.9,310.1,0.0,903.4,0.0,12010.0,15975.9
891f0c9364fffff,9,10,7,False,False,True,True,56.13,55.64,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.258,0.0,0.0,1.0,1.0,246.3,435.1,149.8,258.0,0.0,573.3,0.0,12341.3,16239.6
891f0c93653ffff,9,10,7,False,False,True,True,54.87,57.44,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,1.0,1.0,0.0,0.1784,0.1792,0.0,0.0,1.0,1.0,10.8,174.5,198.1,179.2,0.0,632.5,0.0,12152.5,16332.5
891f0c93657ffff,9,10,7,False,False,True,True,48.31,46.26,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,1.0,0.7367,0.0,0.0,0.0,0.0,0.0,1.0,1.0,146.8,110.5,125.9,0.0,0.0,499.8,0.0,12482.2,16591.1
891f0c9365bffff,9,10,7,False,False,True,True,52.15,50.7,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,buildings_low;valuable_cultural_environment,1.0,0.7893,0.0,0.0,0.1939,0.0,0.0,1.0,1.0,142.2,118.4,0.0,193.9,0.0,950.5,0.0,11914.8,16023.6
891f0c93663ffff,9,10,7,False,False,True,True,38.69,33.89,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,1.0,0.0493,0.0,0.0,0.0,0.0,0.0,1.0,1.0,905.1,7.4,0.5,0.0,0.0,53.2,0.0,13004.4,16775.2
891f0c93667ffff,9,10,4,False,False,True,True,50.69,49.59,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,0.9531,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1234.6,331.5,154.2,98.1,98.1,150.1,98.1,13336.3,17046.8
891f0c9366bffff,9,10,7,False,False,True,True,40.67,36.43,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,1.0,0.1907,0.0,0.0,0.0,0.0,0.0,1.0,1.0,790.2,28.6,156.1,38.1,0.0,44.9,0.0,12772.9,16471.9
891f0c9366fffff,9,10,7,False,False,True,True,51.33,50.28,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,0.9761,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1119.6,271.3,32.8,0.0,0.0,0.0,0.0,13105.3,16744.8
891f0c93673ffff,9,10,7,False,False,True,True,43.05,38.97,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,0.1287,0.0,0.0,0.2032,0.0,0.0,1.0,1.0,690.7,19.3,0.0,203.2,0.0,356.2,0.0,12906.7,16811.1
891f0c93677ffff,9,10,7,False,False,True,True,51.89,50.88,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;valuable_cultural_environment,0.996,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1020.1,248.3,0.6,0.0,0.0,319.8,0.0,13237.8,17079.0
891f0c9367bffff,9,10,7,False,False,True,True,56.35,55.89,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,1.0,1.0,0.0,0.0,0.2718,0.0,0.0,1.0,1.0,575.7,221.0,150.5,271.8,0.0,266.9,0.0,12672.7,16506.1
891f0c9368bffff,9,10,5,False,False,True,True,52.0,53.5,protected_areas;strand_protection;valuable_cultural_environment,protected_areas;strand_protection;valuable_cultural_environment,protected_areas;strand_protection;valuable_cultural_environment,protected_areas;strand_protection;valuable_cultural_environment,1.0,1.0,0.0,0.1389,0.0,0.0,0.0,1.0,1.0,711.4,209.5,176.4,105.9,105.9,105.9,105.9,12876.2,17261.5
891f0c9368fffff,9,10,4,False,False,True,True,58.81,61.77,strand_protection;valuable_cultural_environment,strand_protection;valuable_cultural_environment,strand_protection;valuable_cultural_environment,strand_protection;valuable_cultural_environment,1.0,1.0,0.0,0.1725,0.4257,0.0,0.0,1.0,1.0,916.2,256.7,194.9,425.7,78.8,78.8,78.8,13203.8,17516.9
891f0c9369bffff,9,10,7,False,False,True,True,53.97,58.95,nature_area_forest;protected_areas;strand_protection,nature_area_forest;protected_areas;strand_protection,nature_area_forest;protected_areas;strand_protection,nature_area_forest;protected_areas;strand_protection,1.0,1.0,0.0,0.3322,0.0,0.2463,0.0,1.0,1.0,911.5,363.3,282.7,0.0,221.7,0.0,0.0,12794.0,17320.3
891f0c936c3ffff,9,10,7,False,False,True,True,55.98,55.38,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;valuable_cultural_environment,1.0,0.9553,0.0,0.0,0.288,0.0,0.0,1.0,1.0,420.2,143.3,93.1,288.0,92.7,277.8,0.0,12305.1,16698.0
891f0c936c7ffff,9,10,7,False,False,True,True,40.03,35.62,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,1.0,0.1453,0.0,0.0,0.0,0.0,0.0,1.0,1.0,397.5,21.8,0.0,41.1,0.0,32.0,0.0,12633.3,16951.5
891f0c936cbffff,9,10,7,False,False,True,True,53.33,54.37,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,valuable_cultural_environment,1.0,0.596,0.0,0.1544,0.4367,0.0,0.0,1.0,1.0,294.6,89.4,184.9,436.7,121.8,544.4,0.0,12063.2,16387.3
891f0c936cfffff,9,10,7,False,False,True,True,46.56,43.6,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,buildings_low;built_low_selection;valuable_cultural_environment,1.0,0.4313,0.0,0.0,0.1573,0.0,0.0,1.0,1.0,116.9,64.7,0.0,157.3,107.2,315.0,0.0,12392.1,16641.8
891f0c936d3ffff,9,10,7,False,False,True,True,47.53,45.25,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;protected_areas;strand_protection;valuable_cultural_environment,1.0,0.6807,0.0,0.0,0.0,0.0,0.0,1.0,1.0,725.4,102.1,0.0,154.1,147.2,153.4,0.0,12221.7,16759.5
891f0c936d7ffff,9,10,7,False,False,True,True,43.26,39.77,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;nature_area_forest;protected_areas;strand_protection;valuable_cultural_environment,1.0,0.376,0.0,0.0,0.0,0.0,0.0,1.0,1.0,634.4,56.4,0.0,25.8,0.0,28.5,0.0,12548.8,17009.0
891f0c936dbffff,9,10,7,False,False,True,True,59.53,59.15,buildings_low;built_low_selection,buildings_low;built_low_selection,buildings_low;built_low_selection,buildings_low;built_low_selection,1.0,0.944,0.0,0.0,0.4217,0.1954,0.0,1.0,1.0,497.1,141.6,24.6,421.7,175.9,313.4,0.0,11977.4,16447.6
891f0c98453ffff,9,10,5,False,False,True,True,50.0,52.8,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.8149,1.0,0.0,0.2315,0.0,0.3981,0.0,1.0,1.0,1925.4,378.9,227.3,60.5,358.3,74.1,60.3,10689.2,10797.4
891f0c9845bffff,9,10,7,False,False,True,True,50.96,50.11,cultural_conservation_values;cultural_preservation;strand_protection,cultural_conservation_values;cultural_preservation;strand_protection,cultural_conservation_values;cultural_preservation;strand_protection,cultural_conservation_values;cultural_preservation;strand_protection,0.8098,1.0,0.0,0.0,0.2677,0.0,0.0,1.0,1.0,1950.9,216.2,53.7,267.7,52.7,0.0,0.0,10594.2,10635.4
891f0c9849bffff,9,10,1,True,True,False,False,65.8,72.25,,,,,0.8049,1.0,0.0,0.3369,1.0,0.2432,0.2189,1.0,1.0,1975.3,423.2,285.3,1025.4,218.9,557.5,218.9,10779.4,11023.1
891f0c984c3ffff,9,10,1,True,True,False,False,59.75,63.67,,,,,0.8585,1.0,0.0,0.2427,0.5249,0.2474,0.2227,1.0,1.0,1707.4,291.4,233.5,524.9,222.7,222.7,222.7,10564.5,10730.1
891f0c984cbffff,9,10,6,False,False,True,True,53.71,52.59,buildings_low;built_low_selection;strand_protection,buildings_low;built_low_selection;strand_protection,buildings_low;built_low_selection;strand_protection,buildings_low;built_low_selection;strand_protection,0.8696,0.9067,0.0,0.0,0.259,0.3153,0.0,1.0,1.0,1651.9,136.0,79.0,259.0,283.8,48.7,48.7,10462.8,10595.0
891f0c984d3ffff,9,10,6,False,False,True,True,55.19,54.18,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,0.903,0.7527,0.0,0.0,0.5855,0.0,0.0,1.0,1.0,1484.9,112.9,15.8,585.5,15.8,15.8,15.8,10342.6,10536.5
891f0c984dbffff,9,10,7,False,False,True,True,47.32,44.01,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;strand_protection;valuable_cultural_environment,0.9216,0.1833,0.0,0.0,0.559,0.0,0.0,1.0,1.0,1392.0,27.5,0.0,559.0,16.9,52.3,0.0,10238.3,10395.0
891f0c98693ffff,9,10,7,False,False,True,True,42.38,39.64,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,buildings_low;built_low_selection;cultural_conservation_values;cultural_preservation;protected_areas;strand_protection;valuable_cultural_environment,0.8314,0.65,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1843.0,97.5,97.5,0.0,102.2,0.0,0.0,10181.5,10143.5
891f0c98697ffff,9,10,5,False,False,True,True,51.11,54.04,strand_protection,strand_protection,strand_protection,strand_protection,0.7946,0.96,0.0,0.2244,0.2276,0.2231,0.0,1.0,1.0,2027.1,144.0,223.4,227.6,200.8,86.5,75.7,10503.0,10480.6
891f0c9869bffff,9,10,5,False,False,True,True,49.68,55.19,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.7986,1.0,0.0316,0.4153,0.0,0.3442,0.0,1.0,1.0,2007.1,274.4,328.4,107.9,309.8,0.0,0.0,10095.9,9997.5
891f0c986c3ffff,9,10,3,False,False,True,True,51.7,54.46,strand_protection,strand_protection,strand_protection,strand_protection,0.714,1.0,0.0,0.2191,0.1961,0.571,0.0,1.0,1.0,2430.2,660.7,220.5,196.1,513.9,102.1,102.1,9937.0,9730.5
891f0c986cbffff,9,10,2,False,False,True,True,48.4,51.58,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.6652,1.0,0.0,0.2696,0.0,0.7218,0.0,1.0,1.0,2674.2,824.0,248.3,150.8,649.6,150.8,150.8,9863.9,9610.2
891f0c986d3ffff,9,10,7,False,False,True,True,47.95,46.53,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.7697,1.0,0.0,0.0022,0.0,0.3003,0.0,1.0,1.0,2151.7,429.8,101.2,79.5,270.3,103.8,0.0,9696.5,9525.8
891f0c986d7ffff,9,10,4,False,False,True,True,48.28,52.02,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.7589,1.0,0.0,0.2902,0.0,0.3786,0.0,1.0,1.0,2205.6,418.2,259.6,77.9,340.7,68.8,68.8,10014.4,9859.7
891f0c986dbffff,9,10,7,False,False,True,True,47.17,47.39,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,protected_areas;strand_protection,0.7186,1.0,0.0,0.0991,0.0,0.3817,0.0,1.0,1.0,2407.2,525.0,154.5,129.8,343.5,40.6,0.0,9620.9,9398.5
891f0c99483ffff,9,10,7,False,False,True,True,60.12,62.61,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,natura_designated_land;natura_habitat_areas;protected_areas;strand_protection,0.5205,1.0,0.7528,1.0,0.0,1.0,0.0,1.0,1.0,3397.6,1207.4,977.5,0.0,1046.5,20.0,49.0,7788.1,7349.3
