"class_km","F1","F2","F3","F4","F5","n_hex"
1,-0.474326332380937,4.23444758538275,-0.148046990970417,-0.657434148286627,-0.580735516198686,1337
2,-0.0958350721272232,-0.143378690406494,2.15899134455749,-0.184612656403288,-0.59545707750778,5671
3,-0.20516768584894,1.65045383482077,-0.080140692157531,0.366956513042298,0.396886079159854,3767
4,-0.165139603754487,-0.0937459533355069,-0.142535761871502,3.90723668643595,-0.0473625547053082,2084
5,-0.153058875790545,-0.423877829420897,-0.512882806911645,-0.261403046335787,-0.579430012640688,21006
6,-0.384116165113734,-0.188992308383565,-0.0268773338191592,-0.178844670269763,1.19514872102266,12013
7,2.34846087766448,0.0705389441073777,-0.0812509672477215,0.00937481021566825,0.132474932823038,4311
