hex_id,population,source_cell_count
8808021b51fffff,7,1
8808021b53fffff,114,3
8808021b55fffff,3,1
8808021b57fffff,220,3
8808021b59fffff,290,5
8808021b5bfffff,588,7
8808021b61fffff,2,1
8808021b63fffff,4,2
8808021b65fffff,2,1
8808021b67fffff,6,1
8808021b69fffff,5,1
8808021b6bfffff,8,1
8808021b6dfffff,8,2
8808022093fffff,1,1
880802209bfffff,15,4
88080224d1fffff,6,1
88080224d9fffff,2,1
8808022505fffff,26,2
8808022507fffff,23,4
8808022509fffff,1,1
880802250dfffff,1,1
8808022523fffff,309,8
8808022527fffff,158,4
8808022529fffff,8,1
880802252bfffff,131,4
8808022533fffff,1,1
8808022535fffff,8,1
8808022537fffff,1,1
880802253dfffff,7,2
8808022545fffff,12,2
8808022549fffff,11,4
880802254bfffff,3,1
880802254dfffff,1,1
8808022561fffff,16,3
8808022563fffff,7,1
8808022565fffff,2,1
8808022567fffff,12,3
8808022569fffff,14,4
88080225abfffff,1,1
88080225b3fffff,3,1
88080225e5fffff,2,1
8808022619fffff,5,2
880802264bfffff,7,2
8808022657fffff,6,2
8808022681fffff,5,1
8808022689fffff,3,2
880802268dfffff,17,6
8808022691fffff,14,3
8808022693fffff,16,3
88080226c1fffff,6,1
88080226c5fffff,2,1
88080226c7fffff,4,1
88080226c9fffff,1,1
88080226cbfffff,6,2
88080226ebfffff,4,2
8808022701fffff,19,3
8808022707fffff,40,7
8808022709fffff,3,1
880802270bfffff,4,1
8808022721fffff,11,2
8808022723fffff,55,3
8808022725fffff,5,1
8808022729fffff,5,1
880802272bfffff,94,6
880802272dfffff,12,2
8808022735fffff,2,1
8808022739fffff,3,1
880802273dfffff,43,2
8808022741fffff,12,3
8808022743fffff,15,3
8808022747fffff,16,2
8808022749fffff,28,4
880802274bfffff,7,1
8808022751fffff,4,1
8808022755fffff,2,1
880802275dfffff,12,2
8808022761fffff,12,3
8808022763fffff,11,3
8808022767fffff,4,2
880802282dfffff,4,2
8808022865fffff,11,2
8808022867fffff,17,2
8808022901fffff,11,2
8808022905fffff,5,1
8808022907fffff,20,3
8808022909fffff,19,2
880802290dfffff,19,3
8808022913fffff,8,2
880802291bfffff,7,2
8808022923fffff,2,1
8808022927fffff,12,2
8808022929fffff,7,1
880802292bfffff,2,1
880802292dfffff,5,1
8808022931fffff,5,3
8808022933fffff,16,2
8808022935fffff,1,1
8808022939fffff,25,1
880802293dfffff,16,3
8808022941fffff,92,3
8808022943fffff,26,3
8808022947fffff,5,1
8808022949fffff,67,4
880802294bfffff,183,7
880802294dfffff,5,1
8808022959fffff,4,2
880802295bfffff,2,1
880802295dfffff,13,2
8808022961fffff,6,2
8808022965fffff,27,5
8808022967fffff,9,1
8808022969fffff,8,3
880802296dfffff,11,3
88080229a5fffff,4,1
88080229c5fffff,2,1
88080229e1fffff,2,1
88080229e5fffff,5,1
88080229e7fffff,2,1
8808022a2dfffff,2,1
8808022a65fffff,3,2
8808022a67fffff,1,1
8808022a91fffff,6,1
8808022aabfffff,2,1
8808022b05fffff,7,1
8808022b17fffff,34,3
8808022b19fffff,5,1
8808022b21fffff,26,4
8808022b23fffff,94,5
8808022b25fffff,3,2
8808022b27fffff,8,1
8808022b29fffff,8,3
8808022b2bfffff,16,3
8808022b2dfffff,1,1
8808022b33fffff,5,1
8808022b35fffff,148,8
8808022b37fffff,30,2
8808022b3bfffff,6,2
8808022b51fffff,7,2
8808022b53fffff,6,2
8808022b59fffff,3,1
8808022b61fffff,7,2
8808022b63fffff,10,3
8808022b67fffff,10,3
8808022b69fffff,15,3
8808022b6bfffff,5,1
8808022dd1fffff,3,3
8808022dddfffff,2,1
8808022e01fffff,10,3
8808022e03fffff,12,4
8808022e05fffff,1,1
8808022e11fffff,72,5
8808022e13fffff,87,5
8808022e15fffff,1,1
8808022e17fffff,1,1
8808022e19fffff,11,3
8808022e1bfffff,195,7
8808022e1dfffff,7,3
8808022e29fffff,4,2
8808022ecdfffff,98,4
8808022ed9fffff,7,2
8808022edbfffff,7,3
8808022f51fffff,1,1
8808022f53fffff,8,1
8808022f5bfffff,37,4
8808023407fffff,4,1
8808023413fffff,1,1
8808023415fffff,2,1
8808023417fffff,6,1
880802341bfffff,7,2
880802341dfffff,4,1
8808023421fffff,5,1
8808023423fffff,2,1
8808023425fffff,8,2
8808023427fffff,14,5
880802342bfffff,4,1
880802342dfffff,8,2
8808023435fffff,10,2
8808023439fffff,44,6
880802343bfffff,13,3
8808023451fffff,18,5
8808023457fffff,5,1
8808023459fffff,19,2
880802345bfffff,43,2
8808023481fffff,6,2
8808023489fffff,27,3
8808023495fffff,5,1
88080234b1fffff,29,4
88080234b5fffff,14,2
88080234b9fffff,3,1
88080234bbfffff,4,1
88080234bdfffff,14,2
88080234c1fffff,94,4
88080234c3fffff,8,1
88080234c5fffff,49,6
88080234c7fffff,15,3
88080234c9fffff,38,2
88080234cdfffff,80,2
88080234d7fffff,10,1
88080234e9fffff,13,2
88080234edfffff,7,2
8808023513fffff,23,3
880802351bfffff,15,2
8808023585fffff,9,2
8808023587fffff,6,1
880802358dfffff,1,1
88080235a3fffff,5,2
88080235abfffff,3,1
88080235b1fffff,1,1
88080235b5fffff,14,2
88080235b7fffff,2,1
88080235c1fffff,4,1
88080235c5fffff,31,3
88080235c9fffff,8,2
88080235cdfffff,71,5
88080235e1fffff,9,2
88080235e3fffff,10,3
88080235ebfffff,30,5
8808023601fffff,6,1
8808023605fffff,26,4
8808023607fffff,2,1
8808023609fffff,17,3
880802360dfffff,59,5
8808023611fffff,7,1
8808023615fffff,16,4
8808023617fffff,12,3
880802361bfffff,5,1
880802361dfffff,5,2
8808023629fffff,12,2
880802362bfffff,6,2
880802362dfffff,5,2
8808023631fffff,8,3
8808023633fffff,48,6
880802363bfffff,39,6
880802363dfffff,16,2
8808023641fffff,11,2
8808023647fffff,6,1
8808023649fffff,8,3
880802364bfffff,4,1
8808023651fffff,3,1
8808023653fffff,8,3
8808023655fffff,13,4
8808023659fffff,18,3
880802365dfffff,30,6
8808023661fffff,6,2
8808023663fffff,53,6
8808023667fffff,11,3
880802366dfffff,21,4
8808023681fffff,22,4
8808023687fffff,3,1
8808023695fffff,7,1
88080236a1fffff,34,4
88080236a3fffff,14,4
88080236a5fffff,8,2
88080236a7fffff,31,5
88080236abfffff,4,1
88080236adfffff,33,3
88080236b5fffff,4,2
88080236b9fffff,14,3
88080236bbfffff,3,1
88080236bdfffff,13,3
88080236c1fffff,7,1
88080236c5fffff,15,2
88080236c7fffff,6,1
88080236e1fffff,39,5
88080236e3fffff,73,2
88080236e5fffff,250,6
88080236e7fffff,76,2
88080236ebfffff,195,7
88080236edfffff,132,4
8808023711fffff,8,2
8808023759fffff,15,3
880802375bfffff,12,3
880802375dfffff,9,2
8808023821fffff,4,2
880802382dfffff,4,3
8808023901fffff,5,1
8808023905fffff,3,1
880802390dfffff,9,2
8808023923fffff,2,2
8808023929fffff,3,2
880802392bfffff,3,1
8808023935fffff,7,2
8808023937fffff,4,1
8808023967fffff,2,1
8808023989fffff,2,1
880802398bfffff,2,1
8808023995fffff,4,1
88080239b3fffff,9,2
8808023b43fffff,2,1
8808023b4bfffff,10,3
8808023b55fffff,6,2
8808023b5dfffff,3,1
8808024001fffff,6,1
8808024005fffff,2,1
880802402bfffff,9,2
880802402dfffff,23,4
8808024045fffff,2,1
8808024061fffff,3,2
8808024063fffff,15,4
8808024065fffff,10,2
8808024067fffff,4,1
880802406bfffff,6,3
880802406dfffff,9,3
8808024111fffff,11,2
8808024113fffff,8,2
8808024119fffff,1,1
880802411bfffff,4,1
880802411dfffff,14,3
8808024151fffff,11,2
8808024153fffff,10,3
8808024157fffff,10,2
880802415bfffff,3,2
8808024181fffff,5,2
8808024189fffff,14,4
880802418bfffff,9,2
880802418dfffff,2,1
88080241a7fffff,1,1
88080241c3fffff,2,1
88080241c5fffff,10,3
88080241c7fffff,4,1
88080241d5fffff,6,2
88080241d7fffff,2,1
8808024301fffff,6,2
8808024305fffff,22,4
8808024307fffff,11,3
8808024309fffff,11,2
880802430dfffff,7,2
8808024315fffff,2,1
8808024321fffff,4,1
8808024329fffff,4,1
880802432bfffff,5,3
8808024331fffff,3,1
8808024333fffff,1,1
8808024335fffff,4,1
8808024337fffff,2,1
8808024339fffff,17,5
880802433bfffff,27,4
8808024341fffff,6,1
8808024343fffff,9,1
8808024345fffff,1,1
8808024361fffff,33,5
8808024363fffff,15,4
8808024365fffff,16,4
8808024369fffff,12,2
880802436bfffff,27,3
880802436dfffff,26,3
8808024489fffff,5,1
88080244c1fffff,1,1
88080244c3fffff,7,4
88080244c7fffff,3,2
88080244c9fffff,6,2
88080244ddfffff,3,2
88080244ebfffff,3,1
88080244edfffff,4,1
880802465bfffff,2,1
88080248dbfffff,4,1
8808024f25fffff,5,1
8808024f45fffff,7,1
8808024f47fffff,1,1
8808024f67fffff,5,3
8808025003fffff,2,1
8808025005fffff,1,1
8808025007fffff,19,5
8808025011fffff,2,1
8808025013fffff,7,2
8808025015fffff,10,4
8808025017fffff,17,4
880802501bfffff,17,4
8808025023fffff,14,4
8808025027fffff,6,2
8808025029fffff,5,1
880802502bfffff,19,4
8808025031fffff,30,2
8808025035fffff,19,5
8808025037fffff,9,4
8808025039fffff,11,3
880802503bfffff,2,1
880802503dfffff,26,4
8808025045fffff,6,2
8808025049fffff,4,1
880802504bfffff,4,1
880802504dfffff,9,4
8808025059fffff,4,2
8808025061fffff,28,3
8808025065fffff,10,2
8808025069fffff,80,6
880802506dfffff,18,3
8808025085fffff,14,3
88080250a9fffff,8,3
88080250adfffff,8,2
88080250c1fffff,21,2
88080250c5fffff,13,4
88080250c9fffff,9,3
88080250cdfffff,14,3
88080250e3fffff,5,3
88080250e7fffff,5,2
88080250e9fffff,63,5
88080250ebfffff,12,4
88080250edfffff,37,5
8808025101fffff,8,4
8808025103fffff,6,2
8808025105fffff,11,2
8808025107fffff,4,2
8808025109fffff,3,1
880802510bfffff,15,3
880802510dfffff,19,4
8808025111fffff,10,2
8808025113fffff,4,1
8808025115fffff,40,6
8808025117fffff,20,4
880802511bfffff,10,4
8808025121fffff,1,1
8808025123fffff,14,3
8808025125fffff,9,1
8808025127fffff,16,1
880802512bfffff,14,3
880802512dfffff,11,2
8808025131fffff,17,5
8808025133fffff,7,2
8808025135fffff,13,3
8808025137fffff,1,1
8808025139fffff,33,2
880802513bfffff,2,1
880802513dfffff,9,3
8808025141fffff,18,3
8808025143fffff,14,4
8808025145fffff,21,3
8808025147fffff,12,3
8808025149fffff,30,4
880802514bfffff,82,5
880802514dfffff,9,3
8808025151fffff,26,4
8808025153fffff,8,1
8808025155fffff,4,1
8808025157fffff,23,3
880802515bfffff,20,3
880802515dfffff,10,3
8808025161fffff,16,2
8808025165fffff,76,5
8808025167fffff,5,1
8808025169fffff,6,1
880802516bfffff,4,1
880802516dfffff,161,6
88080251a3fffff,2,1
88080251bbfffff,1,1
88080251c5fffff,7,2
88080251c9fffff,30,5
88080251cbfffff,14,4
88080251cdfffff,33,4
8808025201fffff,30,5
8808025203fffff,5,1
8808025205fffff,10,1
8808025207fffff,3,2
8808025209fffff,10,2
880802520bfffff,7,1
880802520dfffff,18,5
8808025221fffff,30,4
8808025223fffff,11,3
8808025225fffff,77,2
8808025227fffff,306,3
880802522bfffff,18,3
880802522dfffff,21,4
8808025237fffff,9,2
880802523dfffff,4,1
8808025241fffff,82,6
8808025243fffff,10,2
8808025245fffff,4,2
8808025247fffff,21,4
8808025249fffff,109,4
880802524bfffff,4,1
880802524dfffff,66,6
8808025255fffff,7,2
8808025257fffff,1,1
880802525dfffff,4,1
8808025261fffff,14,1
8808025263fffff,19,4
8808025265fffff,7,2
8808025267fffff,35,6
8808025269fffff,25,4
880802526bfffff,8,3
880802526dfffff,350,5
8808025283fffff,9,2
8808025285fffff,2,1
8808025291fffff,7,2
8808025293fffff,10,2
8808025297fffff,4,1
8808025299fffff,2,1
88080252a9fffff,20,2
88080252b1fffff,18,3
88080252b5fffff,8,3
88080252b7fffff,2,1
88080252bbfffff,1,1
88080252e7fffff,10,2
8808025301fffff,5,1
8808025303fffff,24,3
8808025307fffff,3,1
8808025309fffff,15,4
880802530bfffff,42,4
880802530dfffff,12,1
8808025311fffff,3,1
8808025313fffff,64,4
8808025315fffff,13,4
8808025317fffff,45,7
8808025319fffff,14,3
880802531bfffff,453,7
880802531dfffff,12,2
8808025321fffff,4,1
8808025323fffff,6,1
8808025325fffff,11,3
8808025327fffff,4,1
8808025329fffff,9,2
880802532bfffff,31,5
880802532dfffff,2,1
8808025331fffff,13,3
8808025333fffff,24,4
8808025337fffff,12,4
8808025339fffff,73,3
880802533bfffff,27,4
8808025341fffff,369,7
8808025343fffff,115,4
8808025345fffff,7,1
8808025347fffff,12,2
8808025349fffff,422,7
880802534bfffff,1267,8
880802534dfffff,69,4
8808025351fffff,22,2
8808025355fffff,270,7
8808025357fffff,35,5
8808025359fffff,88,4
880802535bfffff,20,4
880802535dfffff,322,6
8808025361fffff,11,2
8808025363fffff,9,2
8808025365fffff,31,6
8808025367fffff,9,2
8808025369fffff,104,5
880802536bfffff,9,2
880802536dfffff,18,4
8808025609fffff,13,4
8808025619fffff,16,5
880802561dfffff,4,1
8808025641fffff,5,2
8808025643fffff,6,1
8808025645fffff,3,1
8808025647fffff,7,2
8808025649fffff,1,1
880802564bfffff,3,1
880802564dfffff,11,2
8808025653fffff,13,3
8808025655fffff,10,3
880802565bfffff,15,4
880802565dfffff,12,2
8808025661fffff,7,2
8808025663fffff,2,1
8808025669fffff,15,3
880802566bfffff,3,1
880802566dfffff,8,3
88080256c9fffff,7,2
88080256cbfffff,1,1
8808025749fffff,3,1
880802574bfffff,4,1
880802574dfffff,4,1
8808025801fffff,2,1
8808025805fffff,25,4
8808025809fffff,30,6
880802580bfffff,18,2
880802580dfffff,26,4
880802581bfffff,9,1
8808025821fffff,3,2
8808025829fffff,7,2
880802582bfffff,19,2
8808025843fffff,57,5
8808025845fffff,6,1
8808025847fffff,9,2
880802584bfffff,14,5
8808025855fffff,42,2
8808025857fffff,1,1
880802585dfffff,1,1
8808025863fffff,5,2
8808025869fffff,4,1
880802586bfffff,1,1
88080258c9fffff,3,2
88080259c5fffff,2,1
88080259cdfffff,2,1
88080259e5fffff,1,1
8808025a05fffff,2,1
8808025a07fffff,3,3
8808025a11fffff,1,1
8808025a13fffff,2,1
8808025a15fffff,10,2
8808025a19fffff,11,2
8808025a1bfffff,12,2
8808025a33fffff,6,2
8808025a37fffff,14,3
8808025a39fffff,1,1
8808025a3bfffff,32,5
8808025a53fffff,11,2
8808025a5bfffff,14,2
8808025a6dfffff,2,1
8808025a81fffff,24,4
8808025a83fffff,27,4
8808025a85fffff,21,6
8808025a87fffff,6,1
8808025a89fffff,175,5
8808025a8bfffff,4,2
8808025a8dfffff,14,2
8808025a95fffff,2,1
8808025a99fffff,3,1
8808025a9dfffff,10,3
8808025aa3fffff,21,5
8808025aa5fffff,4,1
8808025aa7fffff,2,1
8808025aa9fffff,13,2
8808025ab1fffff,3,1
8808025ab3fffff,14,2
8808025ab9fffff,1,1
8808025abbfffff,6,2
8808025ac1fffff,21,3
8808025ac3fffff,19,7
8808025ac5fffff,4,1
8808025ac7fffff,30,4
8808025ac9fffff,13,3
8808025acbfffff,8,2
8808025acdfffff,5,1
8808025ad7fffff,2,1
8808025addfffff,4,1
8808025ae7fffff,5,1
8808025aebfffff,5,3
8808025aedfffff,13,2
88080264d9fffff,30,4
880802665bfffff,6,2
880802668bfffff,3,1
880802668dfffff,18,3
8808026699fffff,4,2
880802669bfffff,30,3
88080266b3fffff,3,1
88080266b9fffff,4,1
88080266bdfffff,1,1
88080266c1fffff,18,3
88080266c5fffff,13,2
88080266c7fffff,12,3
88080266c9fffff,1,1
88080266d1fffff,2,1
88080266d3fffff,14,4
88080266dbfffff,7,2
88080266ddfffff,1,1
88080266ebfffff,6,1
880802670bfffff,2,1
8808026743fffff,2,1
880802674bfffff,3,2
8808026755fffff,2,1
880802730dfffff,1,1
8808027413fffff,15,4
8808027417fffff,4,1
880802741bfffff,7,2
880802745bfffff,8,1
8808027487fffff,2,1
8808027489fffff,9,2
8808027497fffff,5,1
880802749bfffff,7,1
88080274c1fffff,2,1
88080274c3fffff,12,3
88080274c5fffff,2,1
88080274c7fffff,7,1
88080274c9fffff,2,1
88080274cdfffff,13,3
88080274d1fffff,1,1
88080274d3fffff,5,1
88080274ebfffff,2,1
88080275b5fffff,11,2
88080275bdfffff,1,1
8808027681fffff,9,2
8808027683fffff,8,1
8808027685fffff,17,3
8808027687fffff,3,1
8808027689fffff,7,2
880802768bfffff,2,1
880802768dfffff,21,3
8808027691fffff,3,1
8808027693fffff,3,1
8808027697fffff,6,1
8808027699fffff,3,1
88080276a1fffff,14,4
88080276a3fffff,4,1
88080276a5fffff,6,2
88080276a7fffff,9,1
88080276a9fffff,4,2
88080276abfffff,1,1
88080276b1fffff,31,3
88080276b7fffff,1,1
88080276b9fffff,3,1
88080276c1fffff,24,4
88080276c3fffff,38,4
88080276c7fffff,59,5
88080276c9fffff,12,4
88080276cbfffff,28,5
88080276d1fffff,9,3
88080276d5fffff,7,4
88080276d7fffff,2,1
88080276e3fffff,7,2
88080276e5fffff,2,1
88080276ebfffff,2,1
8808028427fffff,4,2
880802842dfffff,4,2
88080284a1fffff,1,1
88080284a3fffff,10,3
88080284a5fffff,3,1
88080284a7fffff,2,1
88080284abfffff,2,1
88080284b1fffff,11,3
88080284b3fffff,28,3
88080284b5fffff,5,2
88080284b7fffff,5,1
88080284b9fffff,6,1
88080284bbfffff,2,2
88080284bdfffff,2,2
8808028543fffff,4,1
8808028581fffff,1,1
8808028583fffff,2,1
8808028585fffff,2,2
880802858bfffff,2,1
880802858dfffff,15,4
8808028595fffff,4,1
8808028599fffff,17,3
880802859dfffff,11,2
88080285a1fffff,6,2
88080285a3fffff,4,1
88080285a7fffff,9,2
88080285a9fffff,7,1
88080285abfffff,5,1
88080285adfffff,20,2
88080285bdfffff,12,2
88080285c9fffff,2,1
88080285e3fffff,2,1
8808028825fffff,4,1
8808028827fffff,3,1
88080288a1fffff,9,2
88080288a5fffff,74,4
88080288a7fffff,38,5
88080288adfffff,1,1
8808028909fffff,4,1
880802890dfffff,1,1
880802891bfffff,3,1
8808028933fffff,14,1
8808028943fffff,1,1
8808028951fffff,5,1
8808028953fffff,21,6
8808028959fffff,8,2
880802895dfffff,2,1
8808028969fffff,7,3
8808028981fffff,110,2
8808028983fffff,16,2
8808028985fffff,7,1
8808028989fffff,92,3
880802898bfffff,316,8
880802898dfffff,297,7
8808028995fffff,17,3
8808028999fffff,21,4
880802899bfffff,48,4
880802899dfffff,132,9
88080289a1fffff,25,5
88080289a3fffff,3,2
88080289a9fffff,9,2
88080289abfffff,9,2
88080289adfffff,8,3
88080289b1fffff,4,1
88080289b5fffff,10,3
88080289b7fffff,3,2
88080289bbfffff,3,1
88080289c1fffff,24,3
88080289c3fffff,4,1
88080289c7fffff,33,2
88080289cdfffff,16,3
88080289d7fffff,1,1
88080289e1fffff,48,2
88080289e3fffff,125,4
88080289e5fffff,12,3
88080289ebfffff,43,3
8808028b15fffff,4,1
8808028b37fffff,8,1
8808028c03fffff,2,1
8808028c05fffff,17,4
8808028c07fffff,4,1
8808028c09fffff,35,6
8808028c0dfffff,11,3
8808028c11fffff,4,1
8808028c19fffff,17,4
8808028c1bfffff,8,3
8808028c1dfffff,8,2
8808028c21fffff,4,1
8808028c25fffff,5,2
8808028c27fffff,7,1
8808028c29fffff,7,3
8808028c2bfffff,6,2
8808028c2dfffff,4,2
8808028c43fffff,9,3
8808028c47fffff,16,4
8808028c4bfffff,4,2
8808028c51fffff,12,3
8808028c53fffff,14,4
8808028c55fffff,56,6
8808028c57fffff,2,1
8808028c59fffff,4,2
8808028c5bfffff,7,1
8808028c5dfffff,3,1
8808028c93fffff,1,1
8808028c9bfffff,2,1
8808028d01fffff,14,3
8808028d03fffff,5,1
8808028d05fffff,17,3
8808028d09fffff,11,2
8808028d0bfffff,7,2
8808028d0dfffff,16,4
8808028d19fffff,6,3
8808028d1dfffff,3,2
8808028d21fffff,5,1
8808028d23fffff,6,2
8808028d25fffff,5,2
8808028d27fffff,16,3
8808028d29fffff,5,1
8808028d2bfffff,34,5
8808028d41fffff,11,3
8808028d43fffff,9,3
8808028d45fffff,8,1
8808028d47fffff,8,3
8808028d49fffff,4,1
8808028d4bfffff,10,4
8808028d53fffff,11,2
8808028d57fffff,3,2
8808028d5bfffff,1,1
8808028e33fffff,3,1
8808028e37fffff,12,3
8808028e81fffff,170,5
8808028e83fffff,16,3
8808028e85fffff,62,3
8808028e87fffff,28,3
8808028e89fffff,19,5
8808028e8bfffff,98,4
8808028e91fffff,4,1
8808028e93fffff,5,1
8808028e95fffff,13,3
8808028e9bfffff,7,2
8808028eabfffff,5,2
8808028eadfffff,5,1
8808028eb9fffff,1,1
8808028ec3fffff,5,1
8808028ec7fffff,3,1
8808028ed1fffff,18,2
8808028ed3fffff,22,4
8808028ed7fffff,15,4
8808028ee1fffff,2,1
8808028ee7fffff,2,1
8808028eebfffff,6,3
8808028f29fffff,2,1
8808028f35fffff,6,1
8808029229fffff,1,1
880802922bfffff,6,2
880802925bfffff,6,1
8808029309fffff,3,1
880802930bfffff,6,2
8808029343fffff,2,1
8808029345fffff,12,3
8808029347fffff,3,1
8808029353fffff,9,3
8808029355fffff,9,2
8808029357fffff,3,2
8808029609fffff,2,1
8808029629fffff,12,5
880802962bfffff,6,2
8808029643fffff,21,4
8808029647fffff,5,2
8808029659fffff,16,2
880802965dfffff,8,2
8808029663fffff,13,5
880802966bfffff,3,1
8808029945fffff,3,1
8808029951fffff,2,1
880802a001fffff,1,1
880802a005fffff,3,1
880802a009fffff,9,2
880802a00dfffff,20,2
880802a055fffff,12,3
880802a059fffff,11,3
880802a05bfffff,9,3
880802a05dfffff,1,1
880802a063fffff,1,1
880802a0d3fffff,181,5
880802a0d9fffff,42,4
880802a0dbfffff,41,1
880802a109fffff,9,2
880802a10dfffff,64,6
880802a151fffff,10,1
880802a155fffff,19,5
880802a15dfffff,10,2
880802a163fffff,9,1
880802a167fffff,43,5
880802a201fffff,2,1
880802a203fffff,2,1
880802a209fffff,238,7
880802a20dfffff,273,6
880802a215fffff,9,3
880802a241fffff,1,1
880802a243fffff,66,2
880802a245fffff,2,1
880802a247fffff,10,1
880802a24bfffff,1,1
880802a255fffff,34,2
880802a261fffff,29,3
880802a263fffff,188,4
880802a269fffff,1,1
880802a26bfffff,43,3
880802a26dfffff,1,1
880802a283fffff,4,1
880802a285fffff,53,3
880802a287fffff,60,6
880802a29bfffff,46,3
880802a2a1fffff,18,3
880802a2a7fffff,11,2
880802a2a9fffff,39,6
880802a2abfffff,7,3
880802a2adfffff,6,2
880802a2b1fffff,438,8
880802a2b3fffff,92,5
880802a2b5fffff,92,3
880802a2b7fffff,29,4
880802a2b9fffff,68,3
880802a2bbfffff,134,5
880802a2bdfffff,15,4
880802a2c9fffff,10,2
880802a2e1fffff,12,2
880802a2e5fffff,56,6
880802a2e7fffff,72,6
880802a351fffff,22,4
880802a359fffff,2,1
880802a35bfffff,3,1
880802a35dfffff,3,1
880802a413fffff,9,2
880802a419fffff,21,4
880802a41bfffff,6,1
880802a41dfffff,1,1
880802a441fffff,14,3
880802a443fffff,26,2
880802a447fffff,15,3
880802a449fffff,10,3
880802a44bfffff,14,3
880802a451fffff,1,1
880802a455fffff,1,1
880802a457fffff,5,2
880802a45bfffff,3,2
880802a45dfffff,41,4
880802a467fffff,8,3
880802a46bfffff,4,1
880802a491fffff,6,2
880802a497fffff,4,1
880802a499fffff,4,1
880802a49bfffff,15,4
880802a4b7fffff,1,1
880802a4bbfffff,2,1
880802a511fffff,1,1
880802a519fffff,3,1
880802a527fffff,5,1
880802a531fffff,8,2
880802a533fffff,18,3
880802a535fffff,17,4
880802a537fffff,3,2
880802a539fffff,5,2
880802a53bfffff,3,1
880802a53dfffff,9,1
880802a545fffff,9,2
880802a547fffff,13,2
880802a549fffff,3,1
880802a54bfffff,29,2
880802a54dfffff,12,3
880802a5edfffff,15,2
880802a605fffff,30,4
880802a60dfffff,21,3
880802a621fffff,4,1
880802a623fffff,8,1
880802a62bfffff,72,3
880802a631fffff,14,2
880802a633fffff,6,1
880802a637fffff,20,3
880802a661fffff,2,1
880802a663fffff,58,3
880802a669fffff,9,3
880802a66bfffff,4,1
880802a66dfffff,2,1
880802a6a5fffff,6,1
880802a6adfffff,8,1
880802a6e3fffff,4,2
880802a6e7fffff,12,3
880802a701fffff,255,3
880802a703fffff,77,2
880802a705fffff,391,9
880802a707fffff,414,6
880802a709fffff,175,6
880802a70dfffff,698,6
880802a723fffff,39,5
880802a725fffff,8,2
880802a727fffff,39,3
880802a72bfffff,453,6
880802a72dfffff,199,4
880802a735fffff,7,2
880802a739fffff,314,4
880802a73dfffff,6,1
880802a741fffff,728,8
880802a743fffff,99,4
880802a745fffff,809,7
880802a747fffff,770,8
880802a749fffff,419,4
880802a74dfffff,617,4
880802a751fffff,15,2
880802a759fffff,9,1
880802a763fffff,39,1
880802a765fffff,74,4
880802a76bfffff,346,4
880802aa5bfffff,1,1
880802ac13fffff,20,1
880802ac15fffff,8,2
880802ac17fffff,5,1
880802ac19fffff,14,2
880802ac1bfffff,18,1
880802ac31fffff,5,2
880802ac33fffff,11,3
880802ac37fffff,1,1
880802ac39fffff,1,1
880802ac3bfffff,2,1
880802ac81fffff,4,1
880802ac83fffff,7,1
880802ac87fffff,6,2
880802ac89fffff,13,1
880802ac8bfffff,17,4
880802ac91fffff,2,1
880802ac95fffff,3,1
880802ac97fffff,3,1
880802ac99fffff,2,1
880802ac9bfffff,6,1
880802ac9dfffff,13,4
880802aca1fffff,8,2
880802aca3fffff,6,1
880802aca7fffff,5,1
880802aca9fffff,10,3
880802acabfffff,11,3
880802acb1fffff,8,2
880802acb5fffff,12,3
880802acb7fffff,5,1
880802acb9fffff,4,2
880802acbbfffff,4,2
880802acbdfffff,4,1
880802acc5fffff,24,3
880802acc7fffff,6,1
880802acc9fffff,361,7
880802accdfffff,128,6
880802acd5fffff,4,1
880802ace1fffff,4,1
880802ace3fffff,10,3
880802ace5fffff,6,1
880802acebfffff,11,1
880802ad91fffff,2,1
880802ad99fffff,9,2
880802ad9bfffff,8,1
880802ad9dfffff,4,2
880802adb1fffff,2,1
880802adb3fffff,8,2
880802adb7fffff,11,2
880802adc3fffff,4,2
880802add1fffff,21,3
880802add3fffff,21,2
880802add7fffff,1,1
880802add9fffff,58,3
880802adddfffff,21,5
880802ae13fffff,7,1
880802ae1bfffff,7,2
880802ae81fffff,4,2
880802ae87fffff,3,1
880802ae8bfffff,8,2
880802aea3fffff,183,5
880802aea5fffff,12,2
880802aea7fffff,108,3
880802aeabfffff,4,1
880802aeadfffff,6,2
880802aebdfffff,50,5
880802aec7fffff,3,2
880802aed1fffff,8,3
880802aed3fffff,5,1
880802aed7fffff,3,1
880802aed9fffff,11,3
880802aeddfffff,2,1
880802aee3fffff,4,1
880802aee7fffff,9,1
880802b02bfffff,13,2
880802b03dfffff,6,1
880802b111fffff,1,1
880802b115fffff,9,4
880802b117fffff,11,2
880802b13bfffff,11,2
880802b147fffff,2,1
880802b163fffff,3,1
