"hex_id","hex_area_m2","potential_area_m2","potential_area_km2","potential_area_share_pct"
"8a1f2a0d8777fff",12672.0650757439,858.500334681943,0.000858500334681943,6.77474689050666
"8a1f2a0d820ffff",12672.1079214625,12092.9347490342,0.0120929347490342,95.4295435611992
"8a1f2a0d8717fff",12672.1499585174,8314.9716427559,0.0083149716427559,65.6161083160724
"8a1f2a0d8247fff",12672.171784278,4455.79671601742,0.00445579671601742,35.1620605518116
"8a1f2a0d82a7fff",12672.1929196827,1241.5303156618,0.0012415303156618,9.79728073531324
"8a1f2a0d870ffff",12672.2139217407,4469.42823628103,0.00446942823628103,35.2695137872729
"8a1f2a0d9537fff",12672.2356284559,3055.09325100854,0.00305509325100854,24.1085577997637
"8a1f2a0d821ffff",12672.2568140253,11879.5662718201,0.0118795662718201,93.7446774174596
"8a1f2a0d8257fff",12672.3206896819,12242.843251165,0.012242843251165,96.6109014360203
"8a1f2a0d82b7fff",12672.3417914212,710.293109301478,0.000710293109301478,5.60506590646353
"8a1f2a0d871ffff",12672.3627598546,12044.4142277651,0.0120444142277651,95.0447399274357
"8a1f2a0d84c7fff",12672.3835946359,4249.09321347252,0.00424909321347252,33.5303392746975
"8a1f2a0d824ffff",12672.3845469467,8991.12729797326,0.00899112729797326,70.9505560272756
"8a1f2a0d82affff",12672.4056990035,5596.51727611572,0.00559651727611572,44.1630216791103
"8a1f2a0d87b7fff",12672.4476016834,3530.28182805702,0.00353028182805702,27.8579319403779
"8a1f2a0d9507fff",12672.4483853765,4048.03900811169,0.00404803900811169,31.9436219821812
"8a1f2a0d82e7fff",12672.4695874788,11255.2418877003,0.0112552418877003,88.8164837169637
"8a1f2a0d874ffff",12672.4906556085,2788.87618372357,0.00278887618372357,22.0073248386203
"8a1f2a0d87affff",12672.51159022,1477.59312857362,0.00147759312857361,11.659828582946
"8a1f2a0d84d7fff",12672.5323908217,3823.37874059146,0.00382337874059146,30.170597499207
"8a1f2a0d825ffff",12672.5334572606,6907.66452048894,0.00690766452048894,54.5089468004621
"8a1f2a0d8627fff",12672.5755600818,313.296795140021,0.000313296795140021,2.47224247079573
"8a1f2a0d84cffff",12672.5964113474,10016.2581183482,0.0100162581183482,79.0387209789098
"8a1f2a0d9517fff",12672.5973092951,12362.3065396915,0.0123623065396915,97.5514824464912
"8a1f2a0d82f7fff",12672.6184775308,10450.9682220758,0.0104509682220758,82.4688933909433
"8a1f2a0d8787fff",12672.6604129001,7739.65329329297,0.00773965329329297,61.0736265402834
"8a1f2a0dab27fff",12672.6811803989,4560.36381202191,0.00456036381202191,35.9857850687155
"8a1f2a0d82effff",12672.682360515,11710.2510060575,0.0117102510060575,92.4054645490349
"8a1f2a0d8297fff",12672.7034452185,10316.2264119722,0.0103162264119722,81.4050960520549
"8a1f2a0d8637fff",12672.7243961655,4952.40006223321,0.00495240006223321,39.0792059182769
"8a1f2a0d84dffff",12672.7452132478,8905.54278636537,0.00890554278636537,70.273193664903
"8a1f2a0d95a7fff",12672.7462253049,12130.6008217516,0.0121306008217516,95.7219580198749
"8a1f2a0d828ffff",12672.7673598342,2375.88800131902,0.00237588800131902,18.7479808778728
"8a1f2a0d862ffff",12672.7883609012,614.39875930408,0.00061439875930408,4.84817343908038
"8a1f2a0d8797fff",12672.8092280813,11883.6989262579,0.0118836989262579,93.7732014455422
"8a1f2a0d951ffff",12672.8100711778,4829.53162564058,0.00482953162564058,38.1093979828874
"8a1f2a0dab37fff",12672.829961583,2128.31119558215,0.00212831119558215,16.7942851125913
"8a1f2a0d82c7fff",12672.8312560096,12302.937193952,0.012302937193952,97.0812042345928
"8a1f2a0d8667fff",12672.852306895,9070.7437934028,0.0090707437934028,71.5761816972147
"8a1f2a0d878ffff",12672.8732238188,6770.33349322109,0.00677033349322109,53.4238240503831
"8a1f2a0dab2ffff",12672.8940077163,8491.04466492496,0.00849104466492496,67.0016229896257
"8a1f2a0d95b7fff",12672.8951334953,12048.1507043241,0.0120481507043241,95.0702312092841
"8a1f2a0d829ffff",12672.9162342846,3404.42480068887,0.00340442480068887,26.8637836607703
"8a1f2a0d8607fff",12672.9372015223,9272.70078054721,0.00927270078054721,73.1693105796607
"8a1f2a0dab67fff",12672.9580352828,11184.5993497609,0.0111845993497609,88.2556331254461
"8a1f2a0d95affff",12672.9589926787,8722.91358271614,0.00872291358271614,68.8309146092517
"8a1f2a0d82d7fff",12672.9801435061,12655.0148265734,0.0126550148265734,99.8582392087006
"8a1f2a0d8677fff",12673.0011608452,555.318664861843,0.000555318664861843,4.38190336932636
"8a1f2a0d879ffff",12673.0220448077,9335.82755716261,0.00933582755716261,73.6669400885927
"8a1f2a0dab07fff",12673.042794425,6952.10999131203,0.00695210999131203,54.8574648100321
"8a1f2a0d82cffff",12673.0440339521,12620.5031607226,0.0126205031607226,99.5854123674727
"8a1f2a0d866ffff",12673.0651012845,11735.0491535663,0.0117350491535663,92.5983498055008
"8a1f2a0d8617fff",12673.086035192,12591.7501170756,0.0125917501170756,99.3581995901352
"8a1f2a0dab77fff",12673.1068350375,4478.01473744423,0.00447801473744423,35.3347825101878
"8a1f2a0d9587fff",12673.1079059877,12673.1079059578,0.0126731079059578,99.9999999997648
"8a1f2a0db927fff",12673.129023388,12242.7981843576,0.0122427981843576,96.6043836669202
"8a1f2a0d860ffff",12673.150006786,8385.95646937611,0.00838595646937611,66.171050329916
"8a1f2a0dab6ffff",12673.1708570011,10419.8087480783,0.0104198087480783,82.2194292624252
"8a1f2a0dab17fff",12673.1915731765,5031.45139060821,0.00503145139060821,39.7015334421168
"8a1f2a0d82dffff",12673.1929267459,12021.8525828486,0.0120218525828486,94.8604874267903
"8a1f2a0d8647fff",12673.2139604948,10570.043747304,0.010570043747304,83.4046026544894
"8a1f2a0d86a7fff",12673.2348603569,12380.4148278754,0.0123804148278754,97.6894610120618
"8a1f2a0dab0ffff",12673.2556268387,9088.79521577619,0.00908879521577619,71.7163409576343
"8a1f2a0d9597fff",12673.2568119206,12038.5291042654,0.0120385291042654,94.9915975263901
"8a1f2a0db937fff",12673.27789573,11914.0199348507,0.0119140199348507,94.0089851487036
"8a1f2a0d861ffff",12673.2988455109,12673.2988455296,0.0126732988455296,100
"8a1f2a0dab47fff",12673.3196618259,10471.0670137368,0.0104710670137368,82.6229219584619
"8a1f2a0d958ffff",12673.3206782266,5849.96859797137,0.00584996859797137,46.1597141467578
"8a1f2a0daba7fff",12673.3403443359,9.91454071598127,9.91454071598127e-06,0.078231472102873
"8a1f2a0db92ffff",12673.3418119252,12673.3418119326,0.0126733418119326,100
"8a1f2a0d8657fff",12673.3628120944,5466.62728071213,0.00546662728071213,43.1347808925287
"8a1f2a0d86b7fff",12673.383678209,12673.3685293214,0.0126733685293214,99.9998804669059
"8a1f2a0dab1ffff",12673.4044109397,10646.2663919982,0.0106462663919982,84.0047870863201
"8a1f2a0db967fff",12673.4057099633,12649.2910609748,0.0126492910609748,99.8097224255236
"8a1f2a0d864ffff",12673.4267601036,10731.4433956034,0.0107314433956034,84.6767302856592
"8a1f2a0d86affff",12673.4476762861,12673.4476762805,0.0126734476762805,99.9999999999559
