"K","terrain_cluster","terrain_cluster_name","terrain_cluster_n_hex","terrain_cluster_share","terrain_cluster_F1","terrain_cluster_F2","terrain_cluster_F3","terrain_cluster_F4","terrain_cluster_F5"
8,5,"Brant relief och sprickdalspräglad terräng",2131,0.0424595030783638,3.13264929668916,0.632514715463807,-0.134687440929602,0.313700009505319,0.260592032056124
